forecast_horizon_label,model_part,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,nrounds,validation_RMSE_raw,validation_MAE_raw,validation_R2_raw,validation_Correlation_raw,validation_score
H+6,regressor,0.03,15,10,0.85,0.85,1,400,36.97447358420371,22.43516939666206,0.1373952463889071,0.4964180203612486,56.15211128457456
H+6,regressor,0.03,15,10,0.85,0.85,1,500,37.01519093682397,22.456285814482005,0.13549435002790466,0.4954461944898525,56.213824044207946
H+6,regressor,0.03,15,10,0.85,0.85,1,600,37.03840262438908,22.461854760374333,0.1344097722486307,0.494474635600001,56.245023322535964
H+6,regressor,0.05,31,5,0.85,0.85,1,400,37.40757165054569,23.46751062610638,0.11706876491727936,0.4768951746878453,56.505377573550554
H+6,regressor,0.05,31,5,0.85,0.85,1,500,37.408124676318806,23.468633786192576,0.11704265858015617,0.4768968846040014,56.50643749554397
H+6,regressor,0.05,31,5,0.85,0.85,1,600,37.40805548437853,23.468707205302536,0.11704592490134513,0.4769080714162903,56.506444556858646
H+6,regressor,0.03,31,10,0.85,0.85,1,400,37.41966956710671,23.066669428894897,0.11649757811187933,0.4637228003164575,56.79348390028647
H+6,regressor,0.03,31,10,0.85,0.85,1,500,37.43378660643873,23.062732732062294,0.1158308276420914,0.4634898275246568,56.81436277416282
H+6,regressor,0.03,31,10,0.85,0.85,1,600,37.43702974281915,23.065544391056537,0.1156776181656417,0.4633652609235471,56.817958045905655
H+6,regressor,0.03,15,5,0.85,0.85,1,400,37.7861114197397,23.5259878285749,0.09910899706891119,0.4606887723632721,57.25983321013169
H+6,regressor,0.03,15,5,0.85,0.85,1,600,37.79409162620489,23.524708399254138,0.09872843102998363,0.4607429965634713,57.276113699452985
H+6,regressor,0.03,15,5,0.85,0.85,1,500,37.79666920343633,23.527809698768348,0.09860549243329864,0.4606272160357501,57.27759923429357
H+6,regressor,0.03,31,5,0.85,0.85,1,400,37.65100133663321,23.71607902779494,0.10554002901902648,0.4698088333926316,57.283468207114765
H+6,regressor,0.03,31,5,0.85,0.85,1,500,37.65640866323163,23.717633104874004,0.10528309112455181,0.4697593522254817,57.2924349117705
H+6,regressor,0.03,31,5,0.85,0.85,1,600,37.660521342885325,23.71982334706387,0.1050876457755322,0.46973526644851027,57.29990531921067
H+6,regressor,0.05,7,10,0.85,0.85,1,400,37.947534540549114,21.796133755173404,0.09139530225392745,0.5081390527409697,57.43882218377826
H+6,regressor,0.05,7,10,0.85,0.85,1,500,37.99036034247857,21.810461291746986,0.08934332800790101,0.5080466770575339,57.506962340204176
H+6,regressor,0.05,31,10,0.85,0.85,1,600,37.93714667853525,22.624552820515532,0.0918926820433984,0.4637291508182731,57.53791499585552
H+6,regressor,0.05,31,10,0.85,0.85,1,500,37.939565065962896,22.625422362982725,0.09177689972910363,0.4636386554830144,57.541254753962974
H+6,regressor,0.05,31,10,0.85,0.85,1,400,37.94003612247338,22.627651096348586,0.09175434664714088,0.46368043465078096,57.54398297647672
H+6,regressor,0.05,7,10,0.85,0.85,1,600,38.03444948277502,21.830961976825915,0.08722840373814078,0.5062816781027576,57.578378103657755
H+6,regressor,0.05,15,10,0.85,0.85,1,400,38.03384506301775,22.965518079287286,0.08725741390185004,0.4595135576523219,57.63061469548346
H+6,regressor,0.05,15,10,0.85,0.85,1,500,38.04712997792132,22.969362515301192,0.0866196753155486,0.4591103310032717,57.6491895102513
H+6,regressor,0.05,15,10,0.85,0.85,1,600,38.053321065697986,22.967842102524138,0.08632239781539419,0.4588817901886347,57.65743147187807
