forecast_horizon_label,model_part,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,nrounds,validation_RMSE_raw,validation_MAE_raw,validation_R2_raw,validation_Correlation_raw,validation_score
H+12,regressor,0.03,31,10,0.85,0.85,1,600,45.57227069728572,27.91213391371601,-0.3104159930962307,0.07456028670469307,71.457333211411
H+12,regressor,0.03,31,10,0.85,0.85,1,500,45.58212203088105,27.901959375401432,-0.31098259819192897,0.07456346322696256,71.47256297423255
H+12,regressor,0.03,31,10,0.85,0.85,1,400,45.60319373964862,27.897977784281064,-0.31219496073404396,0.07086484612992451,71.5032186448453
H+12,regressor,0.05,31,10,0.85,0.85,1,400,45.87150378751512,27.713942464912353,-0.327681192938015,0.12815169900018103,71.91899188541188
H+12,regressor,0.05,31,10,0.85,0.85,1,500,45.88179227256079,27.71332550294439,-0.32827682895808197,0.1302480434068007,71.93359596580382
H+12,regressor,0.05,31,10,0.85,0.85,1,600,45.8832849885185,27.71218588174708,-0.32836325854916004,0.1308667849856878,71.93539449385375
H+12,regressor,0.03,15,20,0.85,0.85,1,600,46.196115566567954,28.682582609907147,-0.346538472359317,0.046271895964940316,72.44296888463681
H+12,regressor,0.03,31,20,0.85,0.85,1,600,46.196115566567954,28.682582609907147,-0.346538472359317,0.046271895964940316,72.44296888463681
H+12,regressor,0.03,15,20,0.85,0.85,1,500,46.21071468394007,28.63284821951038,-0.34738968589593866,0.054066996903741275,72.4634672103401
H+12,regressor,0.03,31,20,0.85,0.85,1,500,46.21071468394007,28.63284821951038,-0.34738968589593866,0.054066996903741275,72.4634672103401
H+12,regressor,0.03,15,20,0.85,0.85,1,400,46.22330124175427,28.557136513088672,-0.3481237713946659,0.060622395588779784,72.48218161886044
H+12,regressor,0.03,31,20,0.85,0.85,1,400,46.22330124175427,28.557136513088672,-0.3481237713946659,0.060622395588779784,72.48218161886044
H+12,regressor,0.03,15,10,0.85,0.85,1,400,46.47157469376683,28.10736047607535,-0.36264468221690027,0.04032619442682163,72.85990543978934
H+12,regressor,0.03,15,10,0.85,0.85,1,500,46.48386277844065,28.153280913702822,-0.3633654026625295,0.03717952784435781,72.8883672989298
H+12,regressor,0.03,15,10,0.85,0.85,1,600,46.48411515483035,28.162469745263174,-0.36338020703340823,0.038216693230524394,72.88899360736644
H+12,regressor,0.03,7,20,0.85,0.85,1,600,46.50729682033628,28.53966804391355,-0.36474038371469764,0.07901403399419511,72.94293657442674
H+12,regressor,0.03,7,20,0.85,0.85,1,500,46.66028304843933,28.54224934815359,-0.3737338062775264,0.07775380289064515,73.18545522998764
H+12,regressor,0.03,7,20,0.85,0.85,1,400,46.80036401043772,28.532929352956735,-0.3819944852915309,0.06896392867452016,73.39380573403987
H+12,regressor,0.05,15,10,0.85,0.85,1,400,46.86646105502497,28.253336131953375,-0.3859008760950067,0.129434415947603,73.4804579409443
H+12,regressor,0.05,15,10,0.85,0.85,1,600,46.86728410098376,28.262937098975968,-0.38594955355456007,0.12959437834187212,73.48224180061997
