forecast_horizon,forecast_horizon_label,model_key,keep_per_var,score,RMSE_raw,MAE_raw,R2_raw,feature_count
12,H+12,lgb,5,72.8883672989298,46.48386277844065,28.153280913702822,-0.3633654026625295,98
12,H+12,lgb,3,72.97220056233382,46.54009613840612,28.170491887001273,-0.3666660315767689,76
12,H+12,lgb,4,73.49284550175241,46.83809543422129,28.246113042449927,-0.3842237687909573,87
12,H+12,lgb,2,73.95364522873473,47.21742611146488,28.568081572255878,-0.4067355630195635,65
12,H+12,lgb,1,75.0884584758009,47.91653823892492,29.03491832139805,-0.4487008578488121,54
