forecast_horizon,forecast_horizon_label,model_key,keep_per_var,score,RMSE_raw,MAE_raw,R2_raw,feature_count
7,H+7,lgb,2,65.59489092425312,42.73194351695122,25.247708982467948,-0.15216091737206394,65
7,H+7,lgb,4,66.2530976771039,43.02992225097059,25.73770843535746,-0.16828545757211733,87
7,H+7,lgb,5,66.73880811509801,43.348630795971154,25.711114186820037,-0.18565576402332917,98
7,H+7,lgb,1,67.02546687605549,43.53873563036845,25.892755006923377,-0.1960779217903681,54
7,H+7,lgb,3,67.5558870932838,43.870513543208496,26.091431687175117,-0.21437630458131873,76
