"variable","feature","lag","cor_log_incidence","cor_cases","cor_outbreak","cor_large_outbreak","selection_score","selected"
"rainfall","rainfall_lag20",20,0.0427689514747053,0.0372807878973288,0.0290378073409482,0.0262265460384693,0.0371341820589364,TRUE
"rainfall","rainfall_lag4",4,0.0378817587701091,0.0364368226229577,0.0364460441203614,0.0213871611599256,0.0355112141601256,TRUE
"rainfall","rainfall_lag7",7,0.0388386141364198,0.0361062945797769,0.0303101802958947,0.0209488201569642,0.0348140578175704,FALSE
"rainfall","rainfall_lag5",5,0.0352216356757273,0.0354861231009118,0.0307533688955199,0.0240788742706147,0.0335296901169995,FALSE
"rainfall","rainfall_lag6",6,0.0374619375493899,0.0330009505731985,0.0288183359927312,0.0196251342437436,0.0328203715436595,FALSE
"rainfall","rainfall_lag9",9,0.0310256481272026,0.0299168810236259,0.026577283147315,0.0244003409221251,0.0293077941734599,FALSE
"rainfall","rainfall_lag8",8,0.0328135959332991,0.0279564935555501,0.0306638829471584,0.0151816208475805,0.029027955644594,FALSE
"rainfall","rainfall_lag19",19,0.0308034395148112,0.0276281661762846,0.0264977465987003,0.01615877283367,0.0275817732407961,FALSE
"rainfall","rainfall_lag3",3,0.028919161461322,0.0248084702477679,0.0267082014174008,0.0144956891309643,0.0257064282969541,FALSE
"rainfall","rainfall_lag18",18,0.0282327582140329,0.0219477498427556,0.0196910736401434,0.0140905829657549,0.0233375350731746,FALSE
"rainfall","rainfall_lag10",10,0.0191991879626776,0.0215164484224935,0.017036953798638,0.0132997710747126,0.0190959523102107,FALSE
"rainfall","rainfall_lag16",16,0.0194416203927194,0.0198689675757951,0.0178509996729908,0.0143264806866516,0.0188410848282298,FALSE
"rainfall","rainfall_lag15",15,0.0200743569352063,0.017144763292051,0.018895806621395,0.00921145600244616,0.0177859265197543,FALSE
"rainfall","rainfall_lag17",17,0.02523223430455,0.0143490018267363,0.0147236674483104,0.00386783303161994,0.0177103777815862,FALSE
"rainfall","rainfall_lag2",2,0.0157750155481323,0.013982140022884,0.00941167355093405,0.00984668843191973,0.0136001751030944,FALSE
"rainfall","rainfall_lag11",11,0.00846676010435817,0.0111514421285756,0.0118889626697638,0.00689068783674971,0.00976212197088427,FALSE
"rainfall","rainfall_lag14",14,0.0110934075151993,0.00607846300912259,0.00640556617259587,0.00295746129207042,0.00782140611436907,FALSE
"rainfall","rainfall_lag13",13,0.00854124842388062,0.00558201544772157,0.0085968895892418,0.00117520095037837,0.0067772583096789,FALSE
"rainfall","rainfall_lag12",12,0.0125090410698835,0.000237960874871578,0.00152671738505525,0.00628611646558508,0.00594452198847526,FALSE
"rainfall","rainfall_lag1",1,0.00262693069976519,0.00190140781520121,0.00501950573577249,0.00322200815466713,0.00279139169105908,FALSE
"rh","rh_lag20",20,0.0983219881282818,0.0951188303799377,0.0838597004941258,0.0672575607230257,0.0919250970307124,TRUE
"rh","rh_lag19",19,0.0862279804362898,0.0843131664102027,0.0763631529011147,0.056474659191257,0.0811027392723798,TRUE
"rh","rh_lag18",18,0.0769076587030877,0.0736886528754495,0.0676793414090538,0.0460164146957459,0.0713076346685751,FALSE
"rh","rh_lag17",17,0.0720600412542316,0.0650353332469718,0.0578154770995735,0.0384310592181086,0.0641018106248797,FALSE
"rh","rh_lag16",16,0.060221450729057,0.0597690576909218,0.0528569208358343,0.0380351255757799,0.0567398011663986,FALSE
"rh","rh_lag4",4,0.0580669191391956,0.0533028591324645,0.0514836928372605,0.0342570355154115,0.053031025829171,FALSE
"rh","rh_lag5",5,0.0571063462434369,0.0523591683225414,0.0477173125854796,0.0320839057483178,0.0515342348729179,FALSE
"rh","rh_lag6",6,0.0575016027409886,0.047846498924335,0.0441677427703544,0.0280343215567072,0.0491755092911366,FALSE
"rh","rh_lag7",7,0.0532546158660645,0.0434551530316478,0.0434409750206931,0.0183031312666929,0.0448576092872758,FALSE
"rh","rh_lag3",3,0.0502766711103803,0.0417169894126861,0.0390693303325782,0.0241488354778861,0.0429868978362676,FALSE
"rh","rh_lag15",15,0.0447149547534602,0.0402333388425506,0.0360173131521082,0.0273194413667952,0.0401021916057726,FALSE
"rh","rh_lag8",8,0.0450850068465854,0.0340587428184682,0.0381922463445883,0.0133711086466423,0.0370205105414505,FALSE
"rh","rh_lag9",9,0.043861028352201,0.0339194020801643,0.0378354079994817,0.0167141017026112,0.0367629234391213,FALSE
"rh","rh_lag2",2,0.0333719316342123,0.0283961282385636,0.0248258985413086,0.0197148519140129,0.0289827875097798,FALSE
"rh","rh_lag10",10,0.0228089499972011,0.0224313927411299,0.0223210452692723,0.0100433621208289,0.0213270604607496,FALSE
"rh","rh_lag14",14,0.0223463590734652,0.0208102857340174,0.0140402424631348,0.0147348707322282,0.0198016670789852,FALSE
"rh","rh_lag1",1,0.0242127242222194,0.0165323208703062,0.0144389256799861,0.0102299595571704,0.0186602368012099,FALSE
"rh","rh_lag11",11,0.0183311996761749,0.0125860225484128,0.0170868770064515,0.00553626533099101,0.0148542458464813,FALSE
"rh","rh_lag13",13,0.00982047492748916,0.00937689868506717,0.00836614453126879,0.0068201548027222,0.00914704167073171,FALSE
"rh","rh_lag12",12,0.0015664364420613,0.00504779841442892,0.00440524308296662,0.00857576072643937,0.00391166655696358,FALSE
"temp_c","temp_c_lag15",15,0.156158586913191,0.128294195315747,0.119867005434695,0.0740881248068625,0.132755266421678,TRUE
"temp_c","temp_c_lag14",14,0.153345802207756,0.125063687813152,0.117190413785597,0.0734210110443376,0.130031274789979,TRUE
"temp_c","temp_c_lag16",16,0.151875254789826,0.124655073647567,0.116757482130727,0.0708004056923995,0.128973040581428,FALSE
"temp_c","temp_c_lag13",13,0.151993469440579,0.123940748215043,0.117972810891484,0.0701887734690453,0.128891448632124,FALSE
"temp_c","temp_c_lag12",12,0.149315476529838,0.119124693431217,0.112720289928262,0.0651709009052781,0.124844966892628,FALSE
"temp_c","temp_c_lag17",17,0.148135821034064,0.118399960910032,0.112975625204282,0.0658282844838286,0.124223486961162,FALSE
"temp_c","temp_c_lag11",11,0.141012906798527,0.114732980532406,0.105095257326656,0.0666776870542885,0.11899376321018,FALSE
"temp_c","temp_c_lag18",18,0.140638086729369,0.109536689891198,0.103494527227037,0.0638857767559341,0.116505832913316,FALSE
"temp_c","temp_c_lag19",19,0.134485209617006,0.104877429922639,0.100338312587836,0.0636589781519175,0.111917829023093,FALSE
"temp_c","temp_c_lag10",10,0.128913429643564,0.103673169207559,0.0988326728699821,0.0584275609782736,0.108518638108396,FALSE
"temp_c","temp_c_lag20",20,0.127676901622971,0.101326511462776,0.0947102382816284,0.0643273237413998,0.107174307777545,FALSE
"temp_c","temp_c_lag9",9,0.112429669545024,0.0903532085417392,0.083500974023565,0.0496191552763273,0.0940825524387859,FALSE
"temp_c","temp_c_lag8",8,0.0994958322602433,0.0799872333184048,0.0726912741240304,0.0476776374434131,0.0834653194284849,FALSE
"temp_c","temp_c_lag7",7,0.0871221031665402,0.0659396266648938,0.0611241786630336,0.0394955216788029,0.0710458895666642,FALSE
"temp_c","temp_c_lag6",6,0.0722055570947831,0.0521050544251542,0.0467923126946943,0.0306593460807895,0.0572037733990003,FALSE
"temp_c","temp_c_lag5",5,0.0585912150738976,0.0360313376075228,0.0316003516009089,0.0204414682176333,0.0428316537540917,FALSE
"temp_c","temp_c_lag4",4,0.043326091349022,0.0232224182303036,0.0180470821979659,0.0118722117482204,0.029352566424732,FALSE
"temp_c","temp_c_lag3",3,0.0320680687264214,0.0144971378640917,0.010882591325706,0.00700243282579643,0.0202338577244362,FALSE
"temp_c","temp_c_lag2",2,0.0205684670629995,0.00609015620127079,0.00244774079819277,0.00256967414828733,0.0109830700302022,FALSE
"temp_c","temp_c_lag1",1,0.0187097681184864,0.00393732833512835,0.000607391779028229,0.00108073224926185,0.0090611541564699,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag8",8,0.143386364869126,0.133342626320377,0.117726587423159,0.0913403803337281,0.130817491306629,TRUE
"u_component_of_wind_10m","u_component_of_wind_10m_lag9",9,0.140587709595857,0.132857408440036,0.117448088959982,0.08992830825534,0.129345220961887,TRUE
"u_component_of_wind_10m","u_component_of_wind_10m_lag7",7,0.138706831905028,0.131607531171243,0.116177142492879,0.0893536024401214,0.12790730028989,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag6",6,0.13441929741929,0.129130330140115,0.118649861501512,0.0867321643285432,0.125434030174838,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag10",10,0.133858935697488,0.125198418753865,0.112012633521703,0.0824837367582974,0.122413289546933,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag11",11,0.12987453821009,0.124101144653617,0.114768755754824,0.0821732847310059,0.120817857749126,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag5",5,0.124385163717237,0.121718764849777,0.109979226766776,0.0802297441921928,0.116875491618553,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag12",12,0.127073674520958,0.116571283588368,0.107197926233514,0.074381404643413,0.11514724846368,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag4",4,0.116778620045565,0.119439224485798,0.107559767488588,0.0784229342695358,0.112491435138497,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag13",13,0.125062799736688,0.112207814469138,0.104811112172497,0.0707774392129316,0.112097265706041,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag3",3,0.112129377520006,0.11435107090427,0.101203710424879,0.07523957391068,0.107579139779297,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag14",14,0.119440122186467,0.104705915391796,0.0969909189657226,0.0658494223308525,0.105556699339659,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag15",15,0.114218358972016,0.0975597729887797,0.0881600656202977,0.0652420517776272,0.0995814791556866,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag16",16,0.112911639834514,0.0976634202044312,0.0917204475120175,0.061648925691674,0.0992698127013265,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag2",2,0.103244997031683,0.103712275030623,0.089837304829125,0.0702197729525133,0.0980948680930115,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag17",17,0.102086253984046,0.0854284125933995,0.0814723004264257,0.0521026954049511,0.0881655606057672,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag1",1,0.0829806411581905,0.0857587356466699,0.073846366604864,0.0581033140134825,0.0800951003316885,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag18",18,0.08627630330111,0.073085451379302,0.0694836581720435,0.0442039334533335,0.0749333713743396,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag19",19,0.0722696887307333,0.0597949719388819,0.0583499394452082,0.0357718887234823,0.0621657954600315,FALSE
"u_component_of_wind_10m","u_component_of_wind_10m_lag20",20,0.0619473227833891,0.0483814813078854,0.0515155686185083,0.027251839216783,0.0521649667855701,FALSE
"v_component_of_wind_10m","v_component_of_wind_10m_lag11",11,0.130155348368665,0.120037207545842,0.108827944779183,0.0794856056261224,0.118347914268,TRUE
"v_component_of_wind_10m","v_component_of_wind_10m_lag9",9,0.129551713745894,0.120967700016167,0.106976104967679,0.0796139058355618,0.118167186832724,TRUE
"v_component_of_wind_10m","v_component_of_wind_10m_lag12",12,0.130402686496341,0.115145915852447,0.102438108069447,0.0744135253930645,0.115269213896616,FALSE
"v_component_of_wind_10m","v_component_of_wind_10m_lag10",10,0.127892085619577,0.11567352319211,0.104975094549574,0.075984359385833,0.114987267486089,FALSE
"v_component_of_wind_10m","v_component_of_wind_10m_lag8",8,0.125143603013583,0.115210523537611,0.102509765783217,0.0777027726526539,0.113527866576345,FALSE
"v_component_of_wind_10m","v_component_of_wind_10m_lag13",13,0.124806730615809,0.11031185503813,0.102140628133369,0.0688079649890742,0.110733732228582,FALSE
"v_component_of_wind_10m","v_component_of_wind_10m_lag7",7,0.117176564318341,0.11034593627662,0.0975474439895836,0.0727665949466821,0.107400479517259,FALSE
"v_component_of_wind_10m","v_component_of_wind_10m_lag14",14,0.119847472680058,0.104915274254083,0.0957260946526427,0.0679805253025329,0.105816301789102,FALSE
"v_component_of_wind_10m","v_component_of_wind_10m_lag6",6,0.112484378191491,0.105053133834491,0.0933374218012498,0.0704224272894699,0.102805204117803,FALSE
"v_component_of_wind_10m","v_component_of_wind_10m_lag15",15,0.115913885934443,0.0985712340912464,0.087513861882578,0.0656858693152482,0.100561152519625,FALSE
