Feature,Gain,Cover,Frequency,Horizon,Horizon_number,Component
barangaySANTA CRUZ (POB.),0.0021387429196213104,0.00946603241264674,0.0034799114204365706,H+1,1,XGBoost classifier
target_log_incidence_lag2,0.0020361680304784207,5.065919861744803e-4,0.0018981335020563112,H+1,1,XGBoost classifier
barangayLAHUG (POB.),0.0015430180393882136,0.006398608937490499,0.002847200253084467,H+1,1,XGBoost classifier
barangayLABANGON,0.0012736899123352015,0.0071810913076945275,0.002847200253084467,H+1,1,XGBoost classifier
barangayKINASANG-AN PARDO,0.0012162109782241784,0.006865603360625839,0.0030053780449224928,H+1,1,XGBoost classifier
percent_annual_crop,0.0011967380281728967,6.048579849611555e-4,0.002214489085732363,H+1,1,XGBoost classifier
barangayHIPPODROMO,0.001158009045277937,0.0036568046404663874,0.002689022461246441,H+1,1,XGBoost classifier
percent_inland_water,0.001081899723381347,0.0012256910771539411,0.0037962670041126224,H+1,1,XGBoost classifier
barangaySAN ANTONIO (POB.),9.73871354801803e-4,0.007337380837318434,0.002530844669408415,H+1,1,XGBoost classifier
barangayPULANGBATO,9.722877977366613e-4,0.004802578441753908,0.002689022461246441,H+1,1,XGBoost classifier
barangaySAWANG CALERO (POB.),9.37047837268336e-4,0.0052791926524387,0.002689022461246441,H+1,1,XGBoost classifier
barangayCOGON PARDO,9.340515531202448e-4,0.005601523798260658,0.002214489085732363,H+1,1,XGBoost classifier
barangay_classificationUrban,9.303255984623991e-4,0.0012917257260498841,7.908889591901297e-4,H+1,1,XGBoost classifier
percent_open_barren,9.177471217623066e-4,0.0051148049853896,0.002372666877570389,H+1,1,XGBoost classifier
barangayMABOLO,8.86747712742994e-4,0.007024143664391879,0.0031635558367605187,H+1,1,XGBoost classifier
barangayBANILAD,8.497042055202289e-4,8.495432875726665e-4,9.490667510281556e-4,H+1,1,XGBoost classifier
percent_mangrove_forest,6.890933413351749e-4,0.002785154418341914,0.002530844669408415,H+1,1,XGBoost classifier
percent_open_forest,6.419368045088586e-4,0.0010322211891153688,0.002530844669408415,H+1,1,XGBoost classifier
percent_grassland,6.102937544672265e-4,6.292737594011582e-4,0.0014236001265422334,H+1,1,XGBoost classifier
barangaySAN NICOLAS CENTRAL,6.032842825154864e-4,0.006123929110670918,0.002372666877570389,H+1,1,XGBoost classifier
barangayMALUBOG,6.028962719701166e-4,0.005562174771408478,0.002056311293894337,H+1,1,XGBoost classifier
barangayTO-ONG PARDO,5.635278617420179e-4,0.0013316822505801441,0.0014236001265422334,H+1,1,XGBoost classifier
barangayPAHINA CENTRAL (POB.),5.567080496959953e-4,0.0011882355536751382,0.0018981335020563112,H+1,1,XGBoost classifier
percent_fishpond,5.457940680073865e-4,4.2650212453962567e-4,9.490667510281556e-4,H+1,1,XGBoost classifier
barangayKAMAGAYAN (POB.),5.109741596792409e-4,0.004858882455115652,0.0018981335020563112,H+1,1,XGBoost classifier
barangayZAPATERA,4.3302231440329184e-4,0.0013289328190118721,0.0014236001265422334,H+1,1,XGBoost classifier
barangaySINSIN,4.253665239808989e-4,0.0017910988560966693,0.0011072445428661815,H+1,1,XGBoost classifier
barangayDAY-AS,4.2475672414981036e-4,0.002637918284276763,0.0014236001265422334,H+1,1,XGBoost classifier
barangayCARRETA,4.211081521380605e-4,0.00281488281228346,0.0012654223347042075,H+1,1,XGBoost classifier
barangayAGSUNGOT,4.0704136530534356e-4,0.003715631211589682,0.0012654223347042075,H+1,1,XGBoost classifier
barangaySAN ROQUE (CIUDAD),3.9732587094041383e-4,7.667647811218997e-4,0.0012654223347042075,H+1,1,XGBoost classifier
barangayCALAMBA,3.910257033340557e-4,0.002325492869423442,0.0014236001265422334,H+1,1,XGBoost classifier
barangayBUDLA-AN (POB.),3.0712397531117424e-4,0.0028644905083969855,0.0011072445428661815,H+1,1,XGBoost classifier
barangayMAMBALING,2.95409853550527e-4,0.002276066925963647,0.0011072445428661815,H+1,1,XGBoost classifier
