"Feature","Gain","Cover","Frequency","forecast_horizon_label","model_part"
"city_env_rh_mean_rollmean_lag1_w4",0.0180355842162635,0.0151119555928959,0.0141782407407407,"H+11","regressor"
"city_env_rh_mean_lag20",0.0180224353125625,0.0225350798076552,0.015625,"H+11","regressor"
"city_env_v_component_of_wind_10m_mean_rollmean_lag1_w4",0.0178510290927163,0.0224997616599342,0.015625,"H+11","regressor"
"barangay_area_m2",0.0174143601464504,0.0195826153883918,0.0193865740740741,"H+11","regressor"
"barangayBANILAD",0.0150556370944472,0.0168488239911898,0.00752314814814815,"H+11","regressor"
"flood_risk_index",0.0119399250246335,0.0236197323708011,0.0167824074074074,"H+11","regressor"
"wind_speed_10m_lag15",0.0112921757238133,0.0139801667882722,0.0193865740740741,"H+11","regressor"
"neighbor_env_wind_speed_10m_mean_lag15",0.0112608364038224,0.00398626259336369,0.00983796296296296,"H+11","regressor"
"city_env_u_component_of_wind_10m_mean_lag9",0.010763684062984,0.0187731227619591,0.0133101851851852,"H+11","regressor"
"city_env_v_component_of_wind_10m_mean_rollmean_lag1_w8",0.0102484289767874,0.0185876408009094,0.0130208333333333,"H+11","regressor"
"u_component_of_wind_10m_rollmean_lag1_w8",0.0101486533802786,0.00430660185178213,0.00665509259259259,"H+11","regressor"
"city_env_temp_c_mean_lag15",0.00975545272359791,0.0126050732974936,0.0127314814814815,"H+11","regressor"
"neighbor_env_rainfall_mean_rollmean_lag1_w8",0.00849367965374364,0.0128854233257775,0.0144675925925926,"H+11","regressor"
"neighbor_env_rh_mean_rollmean_lag1_w4",0.00839345875834396,0.00856702890527909,0.0104166666666667,"H+11","regressor"
"city_env_wind_speed_10m_mean_rollmean_lag1_w4",0.00830519756687833,0.0102854852410174,0.0104166666666667,"H+11","regressor"
"barangayMABOLO",0.00815805796651111,0.00989560726389901,0.00462962962962963,"H+11","regressor"
"city_env_wind_speed_10m_mean_lag1",0.00797985594741259,0.0192666749452881,0.0141782407407407,"H+11","regressor"
"rh_rollmean_lag1_w4",0.00789710066406524,0.0116961180965348,0.00983796296296296,"H+11","regressor"
"neighbor_env_wind_speed_10m_mean_lag14",0.0077517735083064,0.00307324891096351,0.00896990740740741,"H+11","regressor"
"percent_perennial_crop",0.00703669900812284,0.0100610350514536,0.00925925925925926,"H+11","regressor"
"city_env_u_component_of_wind_10m_mean_rollmean_lag1_w4",0.00673384411461612,0.00900547252614392,0.0072337962962963,"H+11","regressor"
"barangaySAMBAG II (POB.)",0.00631796012340179,0.0164782684697385,0.00752314814814815,"H+11","regressor"
"barangayCENTRAL (POB.)",0.00625585698666488,0.000763505011777892,0.0083912037037037,"H+11","regressor"
"neighbor_env_temp_c_mean_rollmean_lag1_w8",0.00614975128847664,0.00508040196323297,0.00752314814814815,"H+11","regressor"
"week_cos",0.00614675181417384,0.00290987163499669,0.0101273148148148,"H+11","regressor"
"barangayPARI-AN",0.00593018508215437,0.00296669888352197,0.0109953703703704,"H+11","regressor"
"city_env_rainfall_mean_lag4",0.00558007208433055,0.0162385713226425,0.0107060185185185,"H+11","regressor"
"barangaySAN NICOLAS CENTRAL",0.00534078859865991,0.0151401437459673,0.00665509259259259,"H+11","regressor"
"neighbor_env_rainfall_mean_rollmean_lag1_w4",0.0050487801618601,0.00225531600446841,0.00925925925925926,"H+11","regressor"
"week_sin",0.00493523502089594,0.00938775254953677,0.00665509259259259,"H+11","regressor"
"temp_c_rollmean_lag1_w8",0.00492875518420936,0.00620837052012673,0.00954861111111111,"H+11","regressor"
"v_component_of_wind_10m_lag11",0.00492858244643299,0.00707728544086999,0.0083912037037037,"H+11","regressor"
"percent_brush_shrubs",0.00483674757946319,0.00695824516027152,0.00462962962962963,"H+11","regressor"
"barangaySIRAO",0.00483108976626518,0.00938246035780406,0.00752314814814815,"H+11","regressor"
"rh_rollmean_lag1_w8",0.00479168341851183,0.00137373215528465,0.00607638888888889,"H+11","regressor"
"city_env_v_component_of_wind_10m_mean_lag9",0.00474049097262983,0.0124628903134981,0.00868055555555556,"H+11","regressor"
"city_env_rainfall_mean_rollmean_lag1_w4",0.00465431999506122,0.0060432064913241,0.00607638888888889,"H+11","regressor"
"temp_c_lag15",0.00450504113715695,0.00768352216971012,0.0118634259259259,"H+11","regressor"
"neighbor_env_u_component_of_wind_10m_mean_rollmean_lag1_w8",0.00436995932800382,0.00742127790349569,0.0083912037037037,"H+11","regressor"
"barangay_area_km2",0.00431586375904102,0.004203216929364,0.00462962962962963,"H+11","regressor"
"percent_mangrove_forest",0.00410716831423841,0.0115192125490969,0.00636574074074074,"H+11","regressor"
"neighbor_env_rh_mean_rollmean_lag1_w8",0.00404034006149302,0.00281027292692109,0.00520833333333333,"H+11","regressor"
"u_component_of_wind_10m_lag9",0.00382050129405627,0.00410646000913201,0.00607638888888889,"H+11","regressor"
"v_component_of_wind_10m_rollmean_lag1_w8",0.00375968891648251,0.00497230341666706,0.00549768518518519,"H+11","regressor"
"wind_speed_10m_lag14",0.00371309745845815,0.00117091869172766,0.0072337962962963,"H+11","regressor"
"neighbor_env_u_component_of_wind_10m_mean_rollmean_lag1_w4",0.00358695461222509,0.00887779627350574,0.00694444444444444,"H+11","regressor"
"neighbor_env_v_component_of_wind_10m_mean_rollmean_lag1_w8",0.00338056747361254,0.00367911978088965,0.00491898148148148,"H+11","regressor"
"temp_c_lag14",0.00330126737980717,0.00708632981355787,0.00954861111111111,"H+11","regressor"
"barangayADLAON",0.00322672885922943,0.00222232914378081,0.00578703703703704,"H+11","regressor"
"v_component_of_wind_10m_lag9",0.00321716122628655,0.00231174336069235,0.00636574074074074,"H+11","regressor"
"barangayLABANGON",0.00312259336992523,0.00919433230088799,0.00405092592592593,"H+11","regressor"
"neighbor_env_rh_mean_lag19",0.00304832610841842,0.00241049974243107,0.00636574074074074,"H+11","regressor"
"u_component_of_wind_10m_lag8",0.00295234596883017,0.00445969253642285,0.00752314814814815,"H+11","regressor"
"v_component_of_wind_10m_rollmean_lag1_w4",0.00293406657956503,0.00370775887634347,0.00578703703703704,"H+11","regressor"
"neighbor_env_rh_mean_lag20",0.00282999857951768,0.00121532375387071,0.00607638888888889,"H+11","regressor"
"neighbor_env_u_component_of_wind_10m_mean_lag8",0.00277904505862537,0.00510474434353403,0.00752314814814815,"H+11","regressor"
"rainfall_lag20",0.0026506724628292,0.00257614874700341,0.00868055555555556,"H+11","regressor"
"neighbor_env_v_component_of_wind_10m_mean_lag11",0.00258148534120292,0.00599284558639505,0.00578703703703704,"H+11","regressor"
"rainfall_rollmean_lag1_w8",0.00253000687975653,0.00298123964826664,0.00665509259259259,"H+11","regressor"
"neighbor_env_temp_c_mean_rollmean_lag1_w4",0.00229141195811156,0.00371779021726447,0.00665509259259259,"H+11","regressor"
"percent_inland_water",0.00221799471402944,0.0026557698567054,0.00202546296296296,"H+11","regressor"
"neighbor_env_wind_speed_10m_mean_rollmean_lag1_w8",0.00217138025323586,0.00231839688791899,0.00491898148148148,"H+11","regressor"
"rainfall_rollmean_lag1_w4",0.00215785288887905,0.00205970911068249,0.00607638888888889,"H+11","regressor"
"percent_annual_crop",0.00211082546327587,0.000633608080615225,0.00347222222222222,"H+11","regressor"
"city_env_u_component_of_wind_10m_mean_lag8",0.00207373740404638,0.00150787475151905,0.00231481481481481,"H+11","regressor"
"temp_c_rollmean_lag1_w4",0.001972264159768,0.00236578837980188,0.00694444444444444,"H+11","regressor"
"barangayLUSARAN",0.00194711757586299,0.00475669339946701,0.00462962962962963,"H+11","regressor"
"rh_lag19",0.00193222393381768,0.00266938321164483,0.00665509259259259,"H+11","regressor"
"rh_lag20",0.0019075397923768,0.00360104719031202,0.00665509259259259,"H+11","regressor"
"u_component_of_wind_10m_rollmean_lag1_w4",0.00183089174425618,0.00146152978629713,0.00434027777777778,"H+11","regressor"
"neighbor_env_v_component_of_wind_10m_mean_lag9",0.00182797820482705,0.00214713237443414,0.00462962962962963,"H+11","regressor"
"barangayKALUBIHAN (POB.)",0.00182459853381042,0.00104249370456782,0.00231481481481481,"H+11","regressor"
"neighbor_env_rainfall_mean_lag20",0.00182094000846886,0.000744761123695665,0.00520833333333333,"H+11","regressor"
"wind_speed_10m_rollmean_lag1_w8",0.0017763974244591,0.00145167712065972,0.00491898148148148,"H+11","regressor"
"barangaySAMBAG I (POB.)",0.00142046711310356,0.00920743515501719,0.00405092592592593,"H+11","regressor"
"barangayT. PADILLA",0.00141387074352011,0.00988227468440521,0.00434027777777778,"H+11","regressor"
"neighbor_env_temp_c_mean_lag15",0.00138084299856805,0.00132662994719422,0.00434027777777778,"H+11","regressor"
"neighbor_env_temp_c_mean_lag14",0.0012859220714,0.00248199538090359,0.00376157407407407,"H+11","regressor"
"barangayPAHINA SAN NICOLAS",0.00126194862872499,0.00464406841238375,0.00202546296296296,"H+11","regressor"
"barangay_classificationUrban",0.00124830874610555,0.00070867722475934,0.000578703703703704,"H+11","regressor"
"neighbor_env_u_component_of_wind_10m_mean_lag9",0.00119389732308054,0.00407156727875288,0.00462962962962963,"H+11","regressor"
"wind_speed_10m_rollmean_lag1_w4",0.00114685937262541,0.00190197286866869,0.00318287037037037,"H+11","regressor"
"rainfall_lag4",0.00110201645057231,0.000902148523489142,0.00289351851851852,"H+11","regressor"
"neighbor_env_rainfall_mean_lag4",0.00109544677288144,0.00348692473418542,0.00520833333333333,"H+11","regressor"
"neighbor_env_wind_speed_10m_mean_rollmean_lag1_w4",0.00105141068380894,0.000127599677516638,0.00289351851851852,"H+11","regressor"
"neighbor_env_v_component_of_wind_10m_mean_rollmean_lag1_w4",0.0010511665506451,0.00314879452253051,0.00376157407407407,"H+11","regressor"
"barangayTO-ONG PARDO",0.00102033654668578,0.000192331180253624,0.00260416666666667,"H+11","regressor"
"percent_open_forest",0.00101267912012045,0.00181651503303642,0.00260416666666667,"H+11","regressor"
"percent_open_barren",0.000874108051286029,0.00721346153199847,0.00318287037037037,"H+11","regressor"
"barangayCAPITOL SITE (POB.)",0.00073305197810274,0.00597194057821619,0.00318287037037037,"H+11","regressor"
"barangayGUBA",0.000724029033374304,0.000134312763171144,0.000868055555555556,"H+11","regressor"
"barangayZAPATERA",0.000615884986023406,0.00324217362906815,0.00202546296296296,"H+11","regressor"
"barangayBUSAY (POB.)",0.000528229624566808,9.25282718539335e-05,0.000868055555555556,"H+11","regressor"
"barangayDAY-AS",0.000511582184124251,0.000631863869513611,0.00173611111111111,"H+11","regressor"
"barangayTALAMBAN",0.000468098053009296,0.000185413894275027,0.000289351851851852,"H+11","regressor"
"barangayKALUNASAN",0.000465314392423326,0.00463372226262978,0.00202546296296296,"H+11","regressor"
"barangayBULACAO",0.000394796528046842,0.00397587390187553,0.00173611111111111,"H+11","regressor"
"barangayCOGON PARDO",0.000388266182921258,0.00328580443164903,0.00144675925925926,"H+11","regressor"
"barangayCOGON RAMOS (POB.)",0.000371211962375923,0.000123847496561458,0.000868055555555556,"H+11","regressor"
"barangayMAMBALING",0.000356662385336189,0.000121209909041944,0.000578703703703704,"H+11","regressor"
"barangayLUZ",0.000355352909297141,0.00331954853520514,0.00144675925925926,"H+11","regressor"
"barangayPAMUTAN",0.000351253587965307,0.003325563936419,0.00144675925925926,"H+11","regressor"
"barangaySANTA CRUZ (POB.)",0.000348216571407081,0.00329459355393179,0.00144675925925926,"H+11","regressor"
"barangayCARRETA",0.000328820544176428,0.00331909759282277,0.00144675925925926,"H+11","regressor"
"barangayPUNG-OL-SIBUGAY",0.000320247970883471,9.45532584011736e-05,0.000578703703703704,"H+11","regressor"
"barangaySUBA POB. (SUBA SAN NICOLAS)",0.000301241173293707,0.00263359710484781,0.00115740740740741,"H+11","regressor"
"barangayHIPPODROMO",0.000252778271813028,0.0032604410497275,0.00144675925925926,"H+11","regressor"
"barangayPAHINA CENTRAL (POB.)",0.000246188683706351,1.93735057481753e-05,0.000578703703703704,"H+11","regressor"
"barangayMALUBOG",0.000227386523959703,0.00135676651169138,0.000868055555555556,"H+11","regressor"
"barangayPASIL",0.000222100742577491,0.00199220388687659,0.00115740740740741,"H+11","regressor"
"barangayPIT-OS",0.000215355166942072,0.00199211029506139,0.000868055555555556,"H+11","regressor"
"barangaySAN ANTONIO (POB.)",0.000205932535535562,0.00069509790320726,0.000868055555555556,"H+11","regressor"
"barangayTAPTAP",0.000202587205917308,0.000128705762605467,0.000578703703703704,"H+11","regressor"
"barangaySAWANG CALERO (POB.)",0.000195447409474093,0.00264737211837714,0.00115740740740741,"H+11","regressor"
"barangayTABUNAN",0.000168323441882617,1.6863543431218e-05,0.000289351851851852,"H+11","regressor"
"barangayBASAK PARDO",0.000155620271086946,2.02838988597496e-05,0.00115740740740741,"H+11","regressor"
"barangayBABAG",0.000143783054186386,2.70820679826271e-05,0.000289351851851852,"H+11","regressor"
"barangayAPAS",0.00010325812218368,0.000312077653639579,0.000289351851851852,"H+11","regressor"
"barangayKAMAGAYAN (POB.)",9.35292731934645e-05,6.00348952828832e-05,0.000289351851851852,"H+11","regressor"
"percent_fishpond",9.02329872152361e-05,8.69553046756046e-06,0.000578703703703704,"H+11","regressor"
"barangayQUIOT PARDO",7.60020242987498e-05,0.000148428110573965,0.000289351851851852,"H+11","regressor"
"barangayCAMBINOCOT",7.557784292657e-05,1.08821756047063e-05,0.000289351851851852,"H+11","regressor"
"barangayAGSUNGOT",6.90158147415007e-05,0.000653781370966092,0.000289351851851852,"H+11","regressor"
"barangayPULANGBATO",5.60447281429411e-05,6.49186863674034e-06,0.000289351851851852,"H+11","regressor"
"barangayTEJERO (VILLA GONZALO)",5.11210810111706e-05,0.000660086055972415,0.000289351851851852,"H+11","regressor"
"barangayCAMPUTHAW (POB.)",2.68351309327412e-05,4.22864837806022e-06,0.000289351851851852,"H+11","regressor"
"barangayERMITA (POB.)",2.8766363279025e-06,2.04200324091439e-07,0.000289351851851852,"H+11","regressor"
"pop_density",0.119520190306376,0.0356734124504591,0.0609057036400115,"H+12","regressor"
"city_env_temp_c_mean_rollmean_lag1_w8",0.0569331869230229,0.0242282746040906,0.0153339065634852,"H+12","regressor"
"city_env_u_component_of_wind_10m_mean_rollmean_lag1_w8",0.0544799944194811,0.0343451326266826,0.0200630553167097,"H+12","regressor"
"percent_built_up",0.035814122387171,0.017521480200896,0.0153339065634852,"H+12","regressor"
"city_env_rh_mean_lag19",0.0271602442005081,0.0174637489563341,0.0127543708799083,"H+12","regressor"
"barangay_area_m2",0.0259669462373569,0.0151822185813436,0.0266552020636285,"H+12","regressor"
"city_env_wind_speed_10m_mean_lag14",0.0258454842846416,0.0109770074466794,0.0103181427343078,"H+12","regressor"
"city_env_rh_mean_rollmean_lag1_w8",0.0228036731933807,0.0221764348221845,0.0144740613356263,"H+12","regressor"
"city_env_rainfall_mean_rollmean_lag1_w8",0.0222626605889282,0.0280284174997727,0.0169102894812267,"H+12","regressor"
"city_env_rainfall_mean_lag20",0.0212529837792607,0.018463288951173,0.0118945256520493,"H+12","regressor"
"city_env_temp_c_mean_rollmean_lag1_w4",0.0189357405739504,0.0123514342850235,0.0101748351963313,"H+12","regressor"
"city_env_wind_speed_10m_mean_rollmean_lag1_w8",0.0168822143650984,0.0145328845090793,0.0104614502722843,"H+12","regressor"
"city_env_rh_mean_lag20",0.0158463788917741,0.0195488628789617,0.0114646030381198,"H+12","regressor"
"flood_risk_index",0.0149307702714389,0.0183517669993014,0.0212095156205216,"H+12","regressor"
"barangayPARDO (POB.)",0.0138056797549882,0.0143508940855208,0.00487245629120092,"H+12","regressor"
"city_env_rh_mean_rollmean_lag1_w4",0.012104080616498,0.013392984069432,0.0104614502722843,"H+12","regressor"
"city_env_temp_c_mean_lag14",0.0108294142833814,0.00970125003336909,0.00902837489251935,"H+12","regressor"
"neighbor_env_rainfall_mean_rollmean_lag1_w8",0.0104769931731292,0.0121537427534809,0.0153339065634852,"H+12","regressor"
"wind_speed_10m_lag14",0.0103336991485255,0.00906645050728618,0.0141874462596733,"H+12","regressor"
"neighbor_env_u_component_of_wind_10m_mean_rollmean_lag1_w8",0.00990778436474441,0.0124144286223697,0.0103181427343078,"H+12","regressor"
"wind_speed_10m_lag15",0.00976335779111907,0.00609211128587232,0.0121811407280023,"H+12","regressor"
"city_env_wind_speed_10m_mean_rollmean_lag1_w4",0.00969604785021961,0.012423171053554,0.00859845227858985,"H+12","regressor"
"city_env_u_component_of_wind_10m_mean_rollmean_lag1_w4",0.00967805132439021,0.00754602710286601,0.00702206936084838,"H+12","regressor"
"city_env_wind_speed_10m_mean_lag1",0.00937615627257562,0.0183177807132934,0.0141874462596733,"H+12","regressor"
"city_env_v_component_of_wind_10m_mean_lag11",0.00928533302706951,0.0118967396930738,0.00673545428489539,"H+12","regressor"
"u_component_of_wind_10m_rollmean_lag1_w8",0.00925070157929076,0.00428435421417467,0.00874175981656635,"H+12","regressor"
"week_sin",0.00907637361556555,0.0116560617155686,0.00988822012037833,"H+12","regressor"
"city_env_v_component_of_wind_10m_mean_lag9",0.0088336084017362,0.00803520987369228,0.00558899398108341,"H+12","regressor"
"neighbor_env_rainfall_mean_lag20",0.00848924912424255,0.00584001185443826,0.0134709085697908,"H+12","regressor"
"rainfall_rollmean_lag1_w8",0.00826808243617151,0.0073711513498368,0.0127543708799083,"H+12","regressor"
"temp_c_rollmean_lag1_w4",0.00814525887957621,0.0117999354104572,0.0111779879621668,"H+12","regressor"
"rh_rollmean_lag1_w4",0.00809334726380928,0.00633675014763789,0.00831183720263686,"H+12","regressor"
"city_env_rainfall_mean_lag4",0.0076148636414978,0.0229225935240736,0.0121811407280023,"H+12","regressor"
"barangay_area_km2",0.00754759262495335,0.00798491885179066,0.00831183720263686,"H+12","regressor"
"city_env_rainfall_mean_rollmean_lag1_w4",0.00749465325650512,0.0114516692359964,0.00917168243049584,"H+12","regressor"
"rh_rollmean_lag1_w8",0.00745384331591397,0.00629108467893072,0.00917168243049584,"H+12","regressor"
"barangayBANILAD",0.00744596188256991,0.0131924575214154,0.00401261106334193,"H+12","regressor"
"city_env_temp_c_mean_lag15",0.00708358437143351,0.00867357690854394,0.00874175981656635,"H+12","regressor"
"v_component_of_wind_10m_lag11",0.00706944584802175,0.00681471493461719,0.00917168243049584,"H+12","regressor"
"neighbor_env_temp_c_mean_rollmean_lag1_w4",0.00703809527424308,0.00458293977697943,0.0103181427343078,"H+12","regressor"
"city_env_v_component_of_wind_10m_mean_rollmean_lag1_w8",0.00694143038130446,0.013527199717768,0.00644883920894239,"H+12","regressor"
"barangayPARI-AN",0.00686161973408478,0.00362584364121811,0.00974491258240183,"H+12","regressor"
"neighbor_env_rainfall_mean_lag4",0.00683705172916645,0.00172319490567344,0.0134709085697908,"H+12","regressor"
"neighbor_env_rh_mean_rollmean_lag1_w8",0.00681710524286016,0.00439465534555514,0.00802522212668386,"H+12","regressor"
"city_env_u_component_of_wind_10m_mean_lag8",0.00679150125126235,0.00607204913580016,0.0057323015190599,"H+12","regressor"
"week_cos",0.00672381479208271,0.00323522177804854,0.00816852966466036,"H+12","regressor"
"percent_brush_shrubs",0.00661280103450622,0.00481665229534871,0.0057323015190599,"H+12","regressor"
"city_env_v_component_of_wind_10m_mean_rollmean_lag1_w4",0.00647842442992611,0.0141635659634813,0.00816852966466036,"H+12","regressor"
"rainfall_rollmean_lag1_w4",0.00646279929557112,0.00432032094231281,0.00759529951275437,"H+12","regressor"
"neighbor_env_v_component_of_wind_10m_mean_rollmean_lag1_w8",0.00637810888161481,0.00555596083781492,0.00745199197477787,"H+12","regressor"
"temp_c_rollmean_lag1_w8",0.0061559189321342,0.00683548244763982,0.0111779879621668,"H+12","regressor"
"neighbor_env_rh_mean_rollmean_lag1_w4",0.00605666594386012,0.00225678841303537,0.00888506735454285,"H+12","regressor"
"percent_perennial_crop",0.00595615203104734,0.00560781179701087,0.00974491258240183,"H+12","regressor"
"barangayCENTRAL (POB.)",0.00589645442146066,0.00191747492217676,0.00687876182287188,"H+12","regressor"
"city_env_u_component_of_wind_10m_mean_lag9",0.00588973248476871,0.0138189147741417,0.00630553167096589,"H+12","regressor"
"neighbor_env_wind_speed_10m_mean_lag15",0.00586755907622873,0.00471509359515249,0.00974491258240183,"H+12","regressor"
"rh_lag19",0.00578526363292341,0.00509697302713781,0.0111779879621668,"H+12","regressor"
"u_component_of_wind_10m_lag8",0.00533481565157986,0.00888790551044729,0.0120378331900258,"H+12","regressor"
"v_component_of_wind_10m_rollmean_lag1_w4",0.00521397012590978,0.00954008816385777,0.00960160504442534,"H+12","regressor"
"barangaySAMBAG II (POB.)",0.00501195459477585,0.0134284285576934,0.00401261106334193,"H+12","regressor"
"v_component_of_wind_10m_lag9",0.00497440120046291,0.00699858406526496,0.00859845227858985,"H+12","regressor"
"barangayMABOLO",0.00494854232919432,0.00836037541152502,0.00257953568357696,"H+12","regressor"
"neighbor_env_v_component_of_wind_10m_mean_lag11",0.00471761086783302,0.00879446526651759,0.00730868443680138,"H+12","regressor"
"neighbor_env_temp_c_mean_lag15",0.00455634464512187,0.00621609917142642,0.0111779879621668,"H+12","regressor"
"neighbor_env_u_component_of_wind_10m_mean_lag9",0.00451837842808224,0.00700581403550732,0.00859845227858985,"H+12","regressor"
"barangaySAN NICOLAS CENTRAL",0.00447149179683793,0.0152048444544473,0.00472914875322442,"H+12","regressor"
"neighbor_env_wind_speed_10m_mean_rollmean_lag1_w4",0.00443240425895592,0.00366750074931249,0.00888506735454285,"H+12","regressor"
"neighbor_env_temp_c_mean_rollmean_lag1_w8",0.00435610578623052,0.00615188401358898,0.0100315276583548,"H+12","regressor"
"neighbor_env_rainfall_mean_rollmean_lag1_w4",0.00432663031839989,0.00304835485486126,0.00902837489251935,"H+12","regressor"
"neighbor_env_wind_speed_10m_mean_lag14",0.00416086197005024,0.00512619133089401,0.00931498996847234,"H+12","regressor"
"temp_c_lag15",0.00414729009542197,0.00943083151223089,0.0106047578102608,"H+12","regressor"
"u_component_of_wind_10m_rollmean_lag1_w4",0.00411464341547603,0.00496176037540067,0.00730868443680138,"H+12","regressor"
"percent_mangrove_forest",0.0040746055993501,0.00773065585515274,0.00501576382917741,"H+12","regressor"
"neighbor_env_v_component_of_wind_10m_mean_rollmean_lag1_w4",0.00399420285280711,0.0107626788447761,0.00874175981656635,"H+12","regressor"
"barangayKALUBIHAN (POB.)",0.00399319418803067,0.0043925053450234,0.0057323015190599,"H+12","regressor"
"v_component_of_wind_10m_rollmean_lag1_w8",0.00389650459309752,0.00941933545260536,0.00816852966466036,"H+12","regressor"
"wind_speed_10m_rollmean_lag1_w8",0.00383267875624402,0.00172035310686336,0.00716537689882488,"H+12","regressor"
"temp_c_lag14",0.00380964938616648,0.00577604086069906,0.00974491258240183,"H+12","regressor"
"neighbor_env_u_component_of_wind_10m_mean_lag8",0.00376760472012172,0.00434936290533139,0.00659214674691889,"H+12","regressor"
"rainfall_lag4",0.00376721510229898,0.00317584242582349,0.00917168243049584,"H+12","regressor"
"neighbor_env_temp_c_mean_lag14",0.00362588563480537,0.00274395004771509,0.00974491258240183,"H+12","regressor"
"neighbor_env_u_component_of_wind_10m_mean_rollmean_lag1_w4",0.00362420178217858,0.00798202957662814,0.00702206936084838,"H+12","regressor"
"barangaySIRAO",0.00357199523956794,0.0072406049453105,0.00343938091143594,"H+12","regressor"
"percent_inland_water",0.00355084808661868,0.00316483469439445,0.00487245629120092,"H+12","regressor"
"neighbor_env_rh_mean_lag20",0.00348368935186752,0.00854277955758334,0.00931498996847234,"H+12","regressor"
"neighbor_env_v_component_of_wind_10m_mean_lag9",0.00339327668345223,0.00488517423658568,0.00687876182287188,"H+12","regressor"
"rh_lag20",0.00335839110454799,0.00630841354756979,0.00888506735454285,"H+12","regressor"
"neighbor_env_rh_mean_lag19",0.00334227604730158,0.00448558612514181,0.00831183720263686,"H+12","regressor"
"wind_speed_10m_rollmean_lag1_w4",0.00325029330514338,0.00409463192750518,0.00759529951275437,"H+12","regressor"
"rainfall_lag20",0.00322499733993185,0.00549356334604217,0.00788191458870737,"H+12","regressor"
"neighbor_env_wind_speed_10m_mean_rollmean_lag1_w8",0.00302475305408716,0.00374380203001287,0.00644883920894239,"H+12","regressor"
"u_component_of_wind_10m_lag9",0.00301895968782576,0.00324209228447961,0.00702206936084838,"H+12","regressor"
"percent_annual_crop",0.00301202778418034,0.0035681463083365,0.0057323015190599,"H+12","regressor"
"barangayADLAON",0.00287163979952351,0.00303450532462214,0.00329607337345944,"H+12","regressor"
"barangayLABANGON",0.00247420117561267,0.0097267651816353,0.00300945829750645,"H+12","regressor"
"percent_open_forest",0.00241415343396724,0.00250717191344567,0.00429922613929493,"H+12","regressor"
"barangayT. PADILLA",0.00177593099560607,0.00727368918062218,0.00315276583548295,"H+12","regressor"
"barangayLUSARAN",0.00144579033587007,0.00385010158311661,0.00257953568357696,"H+12","regressor"
"barangayPAHINA SAN NICOLAS",0.00141714416265109,0.00475682530894355,0.00186299799369447,"H+12","regressor"
"barangaySAMBAG I (POB.)",0.00131911804010508,0.00834045569051018,0.00272284322155345,"H+12","regressor"
"barangayBASAK PARDO",0.00115333939925771,0.000208502575225874,0.00057323015190599,"H+12","regressor"
"barangayPIT-OS",0.00114844204170681,0.000859111726669903,0.00057323015190599,"H+12","regressor"
"barangayTO-ONG PARDO",0.00108530196590586,0.000556755185014532,0.00143307537976498,"H+12","regressor"
"barangayCOGON RAMOS (POB.)",0.00108311948854868,0.00108454979504323,0.00214961306964746,"H+12","regressor"
"barangayGUBA",0.00108066556995621,0.000472159107310013,0.00128976784178848,"H+12","regressor"
"percent_open_barren",0.00107876239355985,0.00463765966432971,0.00257953568357696,"H+12","regressor"
"barangayZAPATERA",0.000984130736761488,0.00572599400289568,0.00257953568357696,"H+12","regressor"
"barangayCAPITOL SITE (POB.)",0.000819235379354708,0.00621100563704367,0.00214961306964746,"H+12","regressor"
"barangayTAPTAP",0.000747109578772645,0.000465261471534698,0.00100315276583548,"H+12","regressor"
"barangay_classificationUrban",0.000690768914101022,0.000566264020173814,0.000716537689882488,"H+12","regressor"
"barangayMABINI",0.000683100254755266,0.000205016454489874,0.00100315276583548,"H+12","regressor"
"barangayPAHINA CENTRAL (POB.)",0.00064094630109836,0.00133713755467377,0.00171969045571797,"H+12","regressor"
"barangaySANTA CRUZ (POB.)",0.000612912999334449,0.00263017636027075,0.00157638291774147,"H+12","regressor"
"percent_grassland",0.000503737575418691,0.00301422613979599,0.00214961306964746,"H+12","regressor"
"barangayDAY-AS",0.000446183144561543,0.00232230577939676,0.00114646030381198,"H+12","regressor"
"barangayLUZ",0.000426039323003537,0.00390847714960444,0.00128976784178848,"H+12","regressor"
"barangayAPAS",0.000405831547607432,0.00135047840970823,0.00100315276583548,"H+12","regressor"
"barangaySAN ANTONIO (POB.)",0.000385182902428361,0.000566609919312989,0.000716537689882488,"H+12","regressor"
"barangayPAMUTAN",0.000383503283760862,0.00346332530449433,0.00100315276583548,"H+12","regressor"
"barangayCARRETA",0.000381633979038815,0.00335698505737422,0.00100315276583548,"H+12","regressor"
"barangayCOGON PARDO",0.000343992139421607,0.00297916146235413,0.000859845227858985,"H+12","regressor"
"barangayTALAMBAN",0.000331462122874924,0.000719592291533236,0.00057323015190599,"H+12","regressor"
"barangayCALAMBA",0.000327775724464712,0.000177147835610064,0.000716537689882488,"H+12","regressor"
"barangayKAMAGAYAN (POB.)",0.000321719150966195,0.00103849773318051,0.000859845227858985,"H+12","regressor"
"barangaySAN JOSE",0.000319071850376812,0.000151117229803126,0.00057323015190599,"H+12","regressor"
"barangayCAMBINOCOT",0.000314099030103999,0.000107608543963753,0.000716537689882488,"H+12","regressor"
"barangayBULACAO",0.000296822745194516,0.00310898893925783,0.00100315276583548,"H+12","regressor"
"barangayBUSAY (POB.)",0.000280989772561725,0.000745819585085979,0.000716537689882488,"H+12","regressor"
